north_pearl_product_id,north_pearl_handle,north_pearl_name,classification,supplier_name,alibaba_listing_title,alibaba_product_url,alibaba_listing_id,supplier_profile_url,supplier_sku,selected_variant,selected_finish,selected_size,unit_cost,unit_cost_confidence,moq,sample_price,est_shipping_cost,est_landed_cost,recommended_retail_price,expected_gross_margin,supplier_status,verified_supplier,trade_assurance,ip_risk_status,ip_risk_notes,verification_status,last_verified_date,notes
gid://shopify/Product/10559109595320,north-pearl-pearl-station-necklace,North & Pearl Pearl Station Necklace,CORE,UNKNOWN,"AAA 925 Silver Pearl Necklace for Girls or Woman 6mm Freshwater Nature Pearl Necklace Design",https://www.alibaba.com/product-detail/AAA-925-Silver-Pearl-Necklace-for_1601651842553.html,1601651842553,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$10.79,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$49.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, no watermarks/counterfeit branding/mismatched product","Images verified by Claude 2026-09-02; supplier/cost/MOQ not yet verified",2026-09-02,"Created via productSet, published, 20 qty set; 3rd image appended after initial 2-image publish to meet Gauss SOP minimum"
gid://shopify/Product/10559111200952,north-pearl-freshwater-pearl-choker-necklace,North & Pearl Freshwater Pearl Choker Necklace,CORE,UNKNOWN,"GPN25 RINNTIN 925 Sterling Silver Lobster Clasp 14K Gold Plated Dainty Choker Cultured Freshwater Pearl Necklace for Women Girls",https://www.alibaba.com/product-detail/GPN25-RINNTIN-925-Sterling-Silver-Lobster_1600583600442.html,1600583600442,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$19.74,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$54.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, no watermarks/counterfeit branding/mismatched product","Images verified by Claude 2026-09-02; supplier/cost/MOQ not yet verified",2026-09-02,"Created via productSet, published, 20 qty set; 2 more images appended after initial 1-image publish to meet Gauss SOP minimum"
gid://shopify/Product/10559117394104,north-pearl-seed-pearl-toggle-choker,North & Pearl Seed Pearl Toggle Choker,CORE,UNKNOWN,"Gemnel Latest Trendy 925 Sterling Silver 18k Gold Freshwater Pearl Toggle Choker Necklace Women",https://www.alibaba.com/product-detail/Gemnel-Latest-Trendy-925-Sterling-Silver_1600380753968.html,1600380753968,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$14.40-14.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$59.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 of 4 gallery images used; 1 rejected for a tiled GEMNICE supplier watermark","Images verified by Claude 2026-09-02; supplier/cost/MOQ not yet verified",2026-09-02,"Created via productSet, published, 20 qty set; 2 more images appended after initial 1-image publish to meet Gauss SOP minimum"
gid://shopify/Product/10559139938488,north-pearl-rice-pearl-necklace,North & Pearl Rice Pearl Necklace,CORE,UNKNOWN,"OAHLAN Fine Jewelry 925 Sterling Silver Freshwater 5A Grade Rice Shape Pearl Necklace Rhodium Plated Chain for Women Party",https://www.alibaba.com/product-detail/OAHLAN-Fine-Jewelry-925-Sterling-Silver_1601602965216.html,1601602965216,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$9.04,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$49.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, no watermarks/counterfeit branding/mismatched product","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, added to Necklaces collection"
gid://shopify/Product/10559142002872,north-pearl-organic-pearl-pendant-necklace,North & Pearl Organic Pearl Pendant Necklace,CORE,UNKNOWN,"Dainty 18k Gold 925 Sterling Silver Real Freshwater Pearl Pendant Necklace for Women",https://www.alibaba.com/product-detail/Dainty-18k-Gold-925-Sterling-Silver_1600426239096.html,1600426239096,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$16.18,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$59.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, no watermarks/counterfeit branding/mismatched product","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, added to Necklaces collection"
gid://shopify/Product/10559151833272,north-pearl-cuban-link-chain-necklace,North & Pearl Cuban Link Chain Necklace,CORE,UNKNOWN,"Real 14K Gold Filled Chain Jewelry Stainless Steel 3/5/6/8mm Solid Diamond-Cut Miami Cuban Link Curb Necklace for Men Women",https://www.alibaba.com/product-detail/Real-14K-Gold-Filled-Chain-Jewelry_62014441323.html,62014441323,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$0.90-6.30,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$59.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 of 6 gallery images used; rejected 1 for raw B2B OEM/MOQ text overlay, 1 for unverified sustainability/14K-gold-plated claims baked into image, 1 for an ambiguous small clasp stamp","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set. Not yet assigned to a collection - first men's-category product, holding on dedicated collection until 5+ exist per SOP guidance"
gid://shopify/Product/10559152029880,north-pearl-silver-curb-chain-necklace,North & Pearl Silver Curb Chain Necklace,CORE,UNKNOWN,"G1631 Hot-sale 18K Gold Plated Jewelry Curb Cuban Link Chain Chokers Basic Punk Stainless Steel Necklace For Men Women",https://www.alibaba.com/product-detail/G1631-Hot-sale-18K-Gold-Plated_1600608021635.html,1600608021635,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$0.27-2.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$54.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent silver-tone images used; rejected 2 for showing multi-color variant assortments inconsistent with single SKU","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set. Not yet assigned to a collection - men's-category, holding on dedicated collection until 5+ exist"
gid://shopify/Product/10559152160952,north-pearl-birthstone-stacking-ring,North & Pearl Birthstone Stacking Ring,CORE,UNKNOWN,"Fine Jewelry Romantic Colorful Zircon Stacking Rings 925 Sterling Silver Ring For Women Wedding Engagement",https://www.alibaba.com/product-detail/Fine-Jewelry-Romantic-Colorful-Zircon-Stacking_1601576571263.html,1601576571263,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.88,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$39.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, no watermarks/counterfeit branding/mismatched product","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, added to Rings collection"
gid://shopify/Product/10559152718008,north-pearl-wave-anklet,North & Pearl Wave Anklet,CORE,UNKNOWN,"925 Sterling Silver Dainty Wave Anklet 18K Gold Plated Waterproof Tarnish Free Jewelry Hypoallergenic for Women Summer Beach",https://www.alibaba.com/product-detail/925-Sterling-Silver-Dainty-Wave-Anklet_1601814748850.html,1601814748850,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.67,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$39.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, no watermarks/counterfeit branding/mismatched product. Note: listing title claims waterproof/tarnish-free/hypoallergenic - NOT carried into North & Pearl description per SOP (unverified claims)","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set. New Anklet category - not yet assigned to a collection, holding until 5+ exist"
gid://shopify/Product/10559152783544,north-pearl-layered-disc-charm-anklet,North & Pearl Layered Disc Charm Anklet,CORE,UNKNOWN,"ACME 925 Sterling Silver Elegant Beach Waterproof Anklet Dainty Double Chain with Round Curb Girls Party Gifts Fashion Trendy",https://www.alibaba.com/product-detail/ACME-925-Sterling-Silver-Elegant-Beach_1601251492891.html,1601251492891,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$7.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$44.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 gold-consistent images used; 1 rejected for being a silver-tone variant inconsistent with the single SKU","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Anklet category"
gid://shopify/Product/10559152849080,north-pearl-herringbone-chain-anklet,North & Pearl Herringbone Chain Anklet,CORE,UNKNOWN,"Seven.A Fine Waterproof Rhodium Plated Sterling Silver 925 2.5mm Flat Herringbone Chain Ankle Bracelet Jewelry",https://www.alibaba.com/product-detail/Seven-A-Fine-Waterproof-Rhodium-Plated_1601520463955.html,1601520463955,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$10.76,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$39.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images used; 1 rejected for a 'Real Sterling Silver 925' unverified-claim badge baked into the image","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Anklet category"
gid://shopify/Product/10559712657592,north-pearl-cz-drop-anklet,North & Pearl CZ Drop Anklet,CORE,UNKNOWN,"Sterling Silver Round Dot Beaded Anklets S925 Waterproof Anklet Non Tarnish With CZ",https://www.alibaba.com/product-detail/Sterling-Silver-Round-Dot-Beaded-Anklets_1601838130619.html,1601838130619,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$9.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$39.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, no watermarks/counterfeit branding/mismatched product","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Anklet category"
gid://shopify/Product/10559713378488,north-pearl-trio-cz-anklet,North & Pearl Trio CZ Anklet,CORE,UNKNOWN,"Trendy Waterproof 925 Sterling Silver Cubic Zirconia Chain Anklet For Women Leg Chain Simple Design Jewelry Manufacturer",https://www.alibaba.com/product-detail/Trendy-Waterproof-925-Sterling-Silver-Cubic_1601608890849.html,1601608890849,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$8.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 images viewed at full resolution, consistent gold-tone finish, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Anklet category, 5th anklet - triggered Anklets collection creation (gid://shopify/Collection/661280129208), all 5 anklets assigned"
gid://shopify/Product/10559714197688,north-pearl-dainty-heart-necklace,North & Pearl Dainty Heart Necklace,CORE,UNKNOWN,"925 Sterling Silver Heart CZ Necklace for Women Gold Plated Minimalist Dainty Love Pendant Necklace Fine Jewelry Gift",https://www.alibaba.com/product-detail/925-Sterling-Silver-Heart-CZ-Necklace_1601612859597.html,1601612859597,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.40,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 gold-tone-consistent images used; 1 silver-tone variant image rejected for color inconsistency","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Heart Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10559715836088,north-pearl-simple-heart-pendant-necklace,North & Pearl Simple Heart Pendant Necklace,CORE,UNKNOWN,"925 Sterling Silver Heart Choker Necklace for Women Link Chain Fashion Jewelry for Engagement Wedding Anniversary Festivals",https://www.alibaba.com/product-detail/925-Sterling-Silver-Heart-Choker-Necklace_1600487032492.html,1600487032492,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent silver-tone images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Heart Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10559716065464,north-pearl-black-heart-necklace-bracelet-earring-set,North & Pearl Black Heart Necklace, Bracelet & Earring Set,CORE,UNKNOWN,"Luxury Jewelry Set 925 Sterling Silver Black Agate Heart-Shaped Earrings Necklace Bracelet for Anniversary",https://www.alibaba.com/product-detail/Luxury-Jewelry-Set-925-Sterling-Silver_1601454383868.html,1601454383868,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$11.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$48.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Heart Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10559717081272,north-pearl-red-heart-cz-necklace-ring-set,North & Pearl Red Heart CZ Necklace & Ring Set,CORE,UNKNOWN,"New Women's 925 Sterling Silver Necklace Ring Set with CZ Pendant Heart Love Jewelry for Gifts Engagement Party",https://www.alibaba.com/product-detail/New-Women-s-925-Sterling-Silver_1601207079371.html,1601207079371,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$8.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$42.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Heart Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10559721636024,north-pearl-classic-cz-tennis-bracelet,North & Pearl Classic CZ Tennis Bracelet,CORE,UNKNOWN,"925 Silver Jewellery Bracelet CZ Stone Silver Plated Tennis Chain Wholesale Trending Tennis Bracelet",https://www.alibaba.com/product-detail/925-Silver-Jewellery-Bracelet-CZ-Stone_1600907347055.html,1600907347055,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$7.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$44.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Tennis Bracelet category (new), uncategorized pending 5-product threshold"
gid://shopify/Product/10559722487992,north-pearl-dainty-cz-tennis-bracelet,North & Pearl Dainty CZ Tennis Bracelet,CORE,UNKNOWN,"Wholesale Women Jewelry Fashion Charming 925 Sterling Silver Tennis Bracelet for Girl Lady Women",https://www.alibaba.com/product-detail/Wholesale-Women-Jewelry-Fashion-Charming-925_60503595625.html,60503595625,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Tennis Bracelet category, uncategorized pending 5-product threshold"
gid://shopify/Product/10559778324664,north-pearl-interlocking-double-heart-necklace,North & Pearl Interlocking Double Heart Necklace,CORE,UNKNOWN,"G2561 Stainless Steel Interlocking Hollow Double Hearts Pendant Necklace Jewelry Necklaces",https://www.alibaba.com/product-detail/G2561-Wholesale-Collier-En-Acier-Inoxydable_1600983253397.html,1600983253397,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges. Note: one initially-attached image had not been visually verified before use -- caught and corrected same session by removing it and confirming all 3 final images were reviewed.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Mother-Child Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10560003735736,north-pearl-mother-children-heart-necklace,North & Pearl Mother & Children Heart Necklace,CORE,UNKNOWN,"925 Sterling Silver Silver Plated Mom Me Heart Charm Pendant Necklace Link Chain Romantic Mother Child Love Women's Jewelry",https://www.alibaba.com/product-detail/925-Sterling-Silver-Silver-Plated-Mom_1601447573785.html,1601447573785,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$7.20,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$38.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges. Fixed pre-set mother+2-children design, not a personalization/build-your-own product.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Mother-Child Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10560004325560,north-pearl-mama-heart-padlock-necklace,North & Pearl Mama Heart Padlock Necklace,CORE,UNKNOWN,"Stainless Steel Gold Plated Mama Necklace Heart Padlock Colorful CZ Pendant Waterproof Mother's Day Jewelry Wholesale",https://www.alibaba.com/product-detail/Stainless-Steel-Gold-Plated-Mama-Necklace_1601931684356.html,1601931684356,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$38.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges. Fixed multi-color star-accent design, not a color-selector product.","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Mother-Child Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10560005439672,north-pearl-heart-station-y-necklace,North & Pearl Heart Station Y Necklace,CORE,UNKNOWN,"Joolim Jewelry Dainty Heart Water Drop Y Tassel Pendant Necklace 18K Gold Plated Stainless Steel Trendy Necklace",https://www.alibaba.com/product-detail/Joolim-Jewelry-Dainty-Heart-Water-Drop_1601403857439.html,1601403857439,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.10,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Mother-Child Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10560007110840,north-pearl-beaded-heart-clavicle-necklace,North & Pearl Beaded Heart Clavicle Necklace,CORE,UNKNOWN,"Women Minimalist Heart Titanium Steel Clavicle Chain Niche Design 18K Gold Plated Pendant Jewelry",https://www.alibaba.com/product-detail/Women-Minimalist-Heart-Titanium-Steel-Clavicle_1601888020682.html,1601888020682,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.50,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Mother-Child Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10560008356024,north-pearl-triple-layer-tree-of-life-heart-necklace,North & Pearl Triple Layer Tree of Life & Heart Necklace,CORE,UNKNOWN,"Wholesale Stainless Steel Triple Layer Collarbone Necklace Tree of Life Heart Pendant Gold Tone Jewelry for Women",https://www.alibaba.com/product-detail/Wholesale-Stainless-Steel-Triple-Layer-Collarbone_1601923480850.html,1601923480850,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$7.60,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$40.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/IP-risk branding/unverified claim badges","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Mother-Child Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10560277643448,north-pearl-open-heart-cz-necklace,North & Pearl Open Heart CZ Necklace,CORE,UNKNOWN,"Adjustable 925 Sterling Silver Heart Pendant Necklace with VVS Moissanite Fine Jewelry for Women Anniversary Gift",https://www.alibaba.com/product-detail/Adjustable-925-Sterling-Silver-Heart-Pendant_1600900929352.html,1600900929352,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.30,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$30.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent silver-tone images viewed at full resolution, no watermarks/unverified claims/grading certificates baked in (listing title mentions moissanite/VVS but no such claims appear in usable images or our description)","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Heart Necklace category, assigned to Necklaces collection"
gid://shopify/Product/10560278855864,north-pearl-opal-style-marquise-ring,North & Pearl Opal-Style Marquise Ring,CORE,UNKNOWN,"Handmade Silver Synthetic Australian Opal Stone Fashion 925 Sterling Silver Rings Jewelry for Women",https://www.alibaba.com/product-detail/Drop-Shopping-Handmade-Silver-Handmade-Synthetic_1601154235980.html,1601154235980,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$4.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$32.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims; description describes visual effect only, does not claim synthetic/natural opal material","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Rings category, assigned to Rings collection"
gid://shopify/Product/10560279445688,north-pearl-double-layer-bead-chain-anklet,North & Pearl Double Layer Bead Chain Anklet,CORE,UNKNOWN,"Hot Selling 925 Silver Double-Layered Anklet Bracelet for Women Waterproof Starlight Olive Bead Stacking Chain for Party Wear",https://www.alibaba.com/product-detail/Hot-Selling-925-Silver-Double-Layered_1601358587551.html,1601358587551,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$6.70,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Anklet category, assigned to Anklets collection"
gid://shopify/Product/10560279543992,north-pearl-pearl-shell-charm-anklet,North & Pearl Pearl Shell Charm Anklet,CORE,UNKNOWN,"Loveher Jewelry Retro and Fashionable Shell Pearl Bracelet Anklet for Women 925 Silver Brass for Gift Waterproof",https://www.alibaba.com/product-detail/Loveher-Jewelry-Retro-and-Fashionable-Shell_1601520913546.html,1601520913546,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.90,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$36.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Anklet category, assigned to Anklets collection"
gid://shopify/Product/10560280395960,north-pearl-barefoot-sandal-anklet,North & Pearl Barefoot Sandal Anklet,CORE,UNKNOWN,"Waterproof Women's 925 Sterling Silver Cubic Zirconia Chain Anklet Sexy Foot Leg Chain for Ladies Jewelry Manufacturer",https://www.alibaba.com/product-detail/Waterproof-Women-s-925-Sterling-Silver_1601616203022.html,1601616203022,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$5.60,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$34.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent gold-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Anklet category, assigned to Anklets collection"
gid://shopify/Product/10561977942200,north-pearl-pearl-drop-necklace-earring-set,North & Pearl Pearl Drop Necklace & Earring Set,CORE,UNKNOWN,"925 Silver Natural Real Freshwater Pearl Jewellery Set Fresh Water Cultured Pearl Necklace and Earring Jewelry Set for Women",https://www.alibaba.com/product-detail/925-Silver-Natural-Real-Freshwater-Pearl_1600604311416.html,1600604311416,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$9.40,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$64.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YELLOW,"Only 2 consistent images available (white pearl, gold setting) -- gallery otherwise mixes pink/mauve pearl colors and gold/silver metal finishes. Published as an explicit owner-approved exception to the 3-image minimum on 2026-09-02; product was originally drafted earlier in the session but the create mutation never actually ran until this backfill.","Images verified by Claude 2026-09-02 (2 of 2 used images); owner explicitly approved 2-image exception 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, Pearl Necklace category, assigned to Necklaces collection. Backfills a gap flagged in the Gauss daily report."
gid://shopify/Product/10562130575544,north-pearl-polished-huggie-hoop-earrings,North & Pearl Polished Huggie Hoop Earrings,CORE,UNKNOWN,"925 Sterling Silver Simple Hoop Earring Jewelry Round Huggie Clip On Hoop Earrings Both for Man and Women",https://www.alibaba.com/product-detail/925-Sterling-Silver-Simple-Hoop-Earring_1601877625689.html,1601877625689,UNKNOWN,UNKNOWN,"Default",UNKNOWN,UNKNOWN,$3.80,SUPPLIER CLAIM/listing price,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,$28.00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GREEN,"3 consistent silver-tone images viewed at full resolution, no watermarks/unverified claims","Images verified by Claude 2026-09-02",2026-09-02,"Created via productSet, published, 20 qty set, new batch (Earrings), assigned to Earrings collection"
