Product Handle,Product Title,Alibaba ID / URL,Source Type,Tags
north-pearl-name-necklace-6301,North & Pearl Fine Script Name Necklace,1600993826301,alibaba_id,alibaba-source-1600993826301; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-bead-bracelet-3656,North & Pearl Polished Bead Bracelet,1601617443656,alibaba_id,alibaba-source-1601617443656; alibaba-sourced; availability-status-visible; bead-style; bracelet; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; needs-faraday-review; needs-kuhn-review; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-signature-bracelet-1724,North & Pearl Everyday Rounded Link Bracelet,1601056661724,alibaba_id,alibaba-source-1601056661724; alibaba-sourced; availability-status-visible; bracelet; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; needs-faraday-review; needs-kuhn-review; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-3046,North & Pearl Framed Letter Necklace,1600458633046,alibaba_id,alibaba-source-1600458633046; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; letter-style; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-6441,North & Pearl Refined Nameplate Necklace,1600948536441,alibaba_id,alibaba-source-1600948536441; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-2758,North & Pearl Simple Initial Pendant Necklace,1600962252758,alibaba_id,alibaba-source-1600962252758; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; initial-style; launch-review; letter-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-6376,North & Pearl Modern Name Necklace,1601722986376,alibaba_id,alibaba-source-1601722986376; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-8628,North & Pearl Charm Keepsake Name Necklace,1601641278628,alibaba_id,alibaba-source-1601641278628; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-0823,North & Pearl Luxe Name Pendant Necklace,1601276010823,alibaba_id,alibaba-source-1601276010823; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-5254,North & Pearl Dainty Name Pendant Necklace,1601525845254,alibaba_id,alibaba-source-1601525845254; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; drop-style; gauss-next-50; gift-for-her; launch-review; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-necklace-9390,North & Pearl Sparkle Pendant Necklace,1601150229390,alibaba_id,alibaba-source-1601150229390; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-letter-necklace-7676,North & Pearl Framed Heirloom Letter Necklace,NEEDS_RECOVERY,missing,alibaba-source-62239927676; alibaba-sourced; availability-status-visible; bow-style; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; letter-style; name-style; necklace; needs-faraday-review; needs-kuhn-review; personalized; sample-status-not-ordered; source-alibaba
north-pearl-signature-bracelet-6593,North & Pearl Polished Statement Link Bracelet,1601001616593,alibaba_id,alibaba-source-1601001616593; alibaba-sourced; availability-status-visible; bracelet; claim-status-unverified; draft-candidate; gauss-next-50; gift-for-her; launch-review; needs-faraday-review; needs-kuhn-review; sample-status-not-ordered; source-alibaba
north-pearl-heart-earrings-5815,North & Pearl Sweetheart Drop Earrings,1600874215815,alibaba_id,alibaba-source-1600874215815; alibaba-sourced; availability-status-visible; claim-status-unverified; draft-candidate; earrings; gauss-next-50; gift-for-her; heart-style; launch-review; needs-faraday-review; needs-kuhn-review; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-bracelet-6794,North & Pearl Sparkle Stacking Bracelet,1601046346794,alibaba_id,alibaba-source-1601046346794; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-initial-necklace-7793,North & Pearl Pendant Dainty Initial Necklace,1601853387793,alibaba_id,alibaba-source-1601853387793; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-heart-necklace-2948,North & Pearl Polished Love Pendant,1601843992948,alibaba_id,alibaba-source-1601843992948; alibaba-sourced; availability-status-visible; birth-month-style; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; heart-style; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-signature-ring,North & Pearl Minimal Statement Ring,1601580044510,alibaba_id,alibaba-source-1601580044510; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; ring; sample-status-not-ordered; source-alibaba
north-pearl-flower-bracelet,North & Pearl Giftable Bloom Bracelet,1601488520548,alibaba_id,alibaba-source-1601488520548; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; chain-style; claim-status-unverified; flower-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-tennis-bracelet,North & Pearl Sculpted Tennis Bracelet,1601063687886,alibaba_id,alibaba-source-1601063687886; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; tennis-style
north-pearl-sparkle-necklace-3170,North & Pearl Classic Sparkle Necklace,1601307633170,alibaba_id,alibaba-source-1601307633170; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-initial-necklace-4625,North & Pearl Charm Refined Initial Necklace,1601310144625,alibaba_id,alibaba-source-1601310144625; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-4975,North & Pearl Everyday Name Necklace,1600194854975,alibaba_id,alibaba-source-1600194854975; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-0100,North & Pearl Dainty Initial Necklace,1601570640100,alibaba_id,alibaba-source-1601570640100; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-6240,North & Pearl Polished Name Necklace,1601827836240,alibaba_id,alibaba-source-1601827836240; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-6153,North & Pearl Charm Keepsake Letter Necklace,1600322696153,alibaba_id,alibaba-source-1600322696153; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-5572,North & Pearl Layering Letter Necklace,1600923985572,alibaba_id,alibaba-source-1600923985572; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-9635,North & Pearl Keepsake Giftable Name Necklace,NEEDS_RECOVERY,missing,alibaba-source-62159779635; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-heart-necklace-8734,North & Pearl Classic Love Pendant,1601099288734,alibaba_id,alibaba-source-1601099288734; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; heart-style; launch-review; necklace; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-snake-chain-necklace,North & Pearl Refined Chain Necklace,1601383578359,alibaba_id,alibaba-source-1601383578359; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; necklace; new-arrival; sample-status-not-ordered; snake-chain-style; source-alibaba
north-pearl-sparkle-bracelet-0305,North & Pearl Stackable Sparkle Bracelet,1601444300305,alibaba_id,alibaba-source-1601444300305; alibaba-sourced; availability-status-visible; bracelet; butterfly-style; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; personalized; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-heart-necklace-9715,North & Pearl Sweetheart Charm Pendant,1601271649715,alibaba_id,alibaba-source-1601271649715; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; heart-style; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-8053,North & Pearl Pendant Polished Initial Necklace,1601523458053,alibaba_id,alibaba-source-1601523458053; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-jewelry-set,North & Pearl Refined Name Jewelry Set,1601681092874,alibaba_id,alibaba-source-1601681092874; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; gift-set; launch-review; name-style; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-earrings,North & Pearl Petite Sparkle Earrings,1600975782596,alibaba_id,alibaba-source-1600975782596; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; hoop-style; huggie-style; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-name-necklace-2765,North & Pearl Charm Giftable Name Necklace,1601304922765,alibaba_id,alibaba-source-1601304922765; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-personalized-nameplate-necklace,North & Pearl Personalized Nameplate Necklace,1601721496131,alibaba_id,alibaba-source-1601721496131; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-necklace; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-9014,North & Pearl Charm Refined Letter Necklace,1600614789014,alibaba_id,alibaba-source-1600614789014; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-8045,North & Pearl Charm Everyday Name Necklace,1601594088045,alibaba_id,alibaba-source-1601594088045; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-0758,North & Pearl Dainty Letter Necklace,1601262520758,alibaba_id,alibaba-source-1601262520758; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-1309,North & Pearl Polished Initial Necklace,1600860121309,alibaba_id,alibaba-source-1600860121309; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-1495,North & Pearl Layering Name Necklace,1601290071495,alibaba_id,alibaba-source-1601290071495; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-8099,North & Pearl Layering Giftable Name Necklace,1600649568099,alibaba_id,alibaba-source-1600649568099; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-jewelry-set-0376,North & Pearl Giftable Name Jewelry Set,1600688200376,alibaba_id,alibaba-source-1600688200376; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; gift-set; launch-review; name-style; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-1355,North & Pearl Refined Initial Necklace,1600821951355,alibaba_id,alibaba-source-1600821951355; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-ring-6187,North & Pearl Keepsake Sparkle Ring,1600430776187,alibaba_id,alibaba-source-1600430776187; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; ring; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-initial-necklace-8309,North & Pearl Layering Polished Initial Necklace,1601450388309,alibaba_id,alibaba-source-1601450388309; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-flower-necklace-7949,North & Pearl Keepsake Bloom Necklace,1600433027949,alibaba_id,alibaba-source-1600433027949; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; flower-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; necklace; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-bead-necklace-6379,North & Pearl Layering Bead Necklace,1601567086379,alibaba_id,alibaba-source-1601567086379; alibaba-sourced; availability-status-visible; bead-style; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-6292,North & Pearl Giftable Initial Necklace,1601812846292,alibaba_id,alibaba-source-1601812846292; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-7005,North & Pearl Pendant Classic Name Necklace,1600551467005,alibaba_id,alibaba-source-1600551467005; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-flower-bracelet-0924,North & Pearl Refined Bloom Bracelet,1601635780924,alibaba_id,alibaba-source-1601635780924; alibaba-sourced; availability-status-visible; bead-style; bracelet; catalog-expanded; chain-style; claim-status-unverified; flower-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-4393,North & Pearl Charm Everyday Letter Necklace,1601263114393,alibaba_id,alibaba-source-1601263114393; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-heart-necklace-3910,North & Pearl Dainty Love Pendant,1601772083910,alibaba_id,alibaba-source-1601772083910; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; heart-style; initial-style; launch-review; letter-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-initial-necklace-6999,North & Pearl Charm Polished Initial Necklace,1601027546999,alibaba_id,alibaba-source-1601027546999; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-1608,North & Pearl Keepsake Letter Necklace,1601690411608,alibaba_id,alibaba-source-1601690411608; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-bracelet-3594,North & Pearl Giftable Sparkle Bracelet,1601717143594,alibaba_id,alibaba-source-1601717143594; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-name-necklace-3437,North & Pearl Pendant Giftable Name Necklace,1601682863437,alibaba_id,alibaba-source-1601682863437; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-signature-ring-0279,North & Pearl Giftable Statement Ring,1601460850279,alibaba_id,alibaba-source-1601460850279; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; ring; sample-status-not-ordered; source-alibaba
north-pearl-stud-earrings,North & Pearl Sculpted Stud Earrings,1601458901998,alibaba_id,alibaba-source-1601458901998; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; stud-style
north-pearl-sparkle-necklace-1704,North & Pearl Everyday Sparkle Necklace,1601694031704,alibaba_id,alibaba-source-1601694031704; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-sparkle-necklace-7976,North & Pearl Dainty Sparkle Necklace,1601693887976,alibaba_id,alibaba-source-1601693887976; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba; sparkle-style; teardrop-style
north-pearl-flower-bracelet-6422,North & Pearl Everyday Bloom Bracelet,1601418486422,alibaba_id,alibaba-source-1601418486422; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; clover-style; flower-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-4358,North & Pearl Keepsake Name Necklace,1601814464358,alibaba_id,alibaba-source-1601814464358; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-5796,North & Pearl Classic Letter Necklace,1601822965796,alibaba_id,alibaba-source-1601822965796; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-earrings-6570,North & Pearl Polished Sparkle Earrings,1600130446570,alibaba_id,alibaba-source-1600130446570; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; new-arrival; personalized; sample-status-not-ordered; source-alibaba; sparkle-style; stud-style
north-pearl-sparkle-necklace-2786,North & Pearl Charm Everyday Sparkle Necklace,1601870692786,alibaba_id,alibaba-source-1601870692786; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-letter-necklace-8427,North & Pearl Charm Dainty Letter Necklace,1601870938427,alibaba_id,alibaba-source-1601870938427; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-earrings,North & Pearl Refined Letter Earrings,1600452065310,alibaba_id,alibaba-source-1600452065310; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-9838,North & Pearl Pendant Keepsake Letter Necklace,1601784199838,alibaba_id,alibaba-source-1601784199838; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; drop-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-9804,North & Pearl Statement Layering Name Necklace,1601829929804,alibaba_id,alibaba-source-1601829929804; alibaba-sourced; availability-status-visible; catalog-expanded; chain-style; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-letter-necklace-7036,North & Pearl Giftable Letter Necklace,1601710837036,alibaba_id,alibaba-source-1601710837036; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-clover-bracelet-1367,North & Pearl Layering Clover Bracelet,1601238151367,alibaba_id,alibaba-source-1601238151367; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; clover-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-signature-bracelet-9323,North & Pearl Stacking Oval Bracelet,1601635999323,alibaba_id,alibaba-source-1601635999323; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-earrings-8738,North & Pearl Refined Sparkle Earrings,1600427688738,alibaba_id,alibaba-source-1600427688738; alibaba-sourced; availability-status-visible; bridal-style; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-initial-necklace-2094,North & Pearl Charm Dainty Initial Necklace,1601334992094,alibaba_id,alibaba-source-1601334992094; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; initial-style; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-signature-necklace-8214,North & Pearl Polished Pendant Necklace,1601351748214,alibaba_id,alibaba-source-1601351748214; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; necklace; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-bead-earrings-1559,North & Pearl Polished Bead Earrings,1601658751559,alibaba_id,alibaba-source-1601658751559; alibaba-sourced; availability-status-visible; bead-style; catalog-expanded; claim-status-unverified; earrings; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
north-pearl-letter-bracelet-5859,North & Pearl Giftable Letter Bracelet,1601452605859,alibaba_id,alibaba-source-1601452605859; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-name-necklace-0020,North & Pearl Giftable Name Necklace,1601436840020,alibaba_id,alibaba-source-1601436840020; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-sparkle-bracelet-2159,North & Pearl Layering Sparkle Bracelet,1600868792159,alibaba_id,alibaba-source-1600868792159; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba; sparkle-style
north-pearl-letter-necklace-3983,North & Pearl Refined Letter Necklace,1600332513983,alibaba_id,alibaba-source-1600332513983; alibaba-sourced; availability-status-visible; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; letter-style; name-style; necklace; new-arrival; personalized; sample-status-not-ordered; source-alibaba
north-pearl-flower-bracelet-8870,North & Pearl Polished Bloom Bracelet,1601125888870,alibaba_id,alibaba-source-1601125888870; alibaba-sourced; availability-status-visible; bead-style; bracelet; catalog-expanded; claim-status-unverified; flower-style; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; shell-style; source-alibaba
north-pearl-signature-bracelet-8272,North & Pearl Everyday Oval Bracelet,1601402448272,alibaba_id,alibaba-source-1601402448272; alibaba-sourced; availability-status-visible; bracelet; catalog-expanded; claim-status-unverified; gauss-next-100; gauss-next-100-live; gift-for-her; launch-review; new-arrival; sample-status-not-ordered; source-alibaba
